,id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
46,462795,Terpsiphone,bourbonnensis,bourbonnensis,birds,Mascarene Paradise Flycatcher,Cedric Mroczko,France," Forêt de Mare Longue, Saint-Philippe, Reunion Island, France",-21.3588,55.7461,130,call,"female, male",,field recording,//xeno-canto.org/462795,https://xeno-canto.org/462795/download,XC462795-170927_0121.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462795-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462795-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462795-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462795-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462795-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462795-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462795-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:22,15:30,2017-09-27,2019-03-23,"['Pycnonotus jocosus', 'Zosterops olivaceus']","Calls from a pair. High-pass filtered (1000Hz, 6dB)",yes,yes,no,,,no,,,48000
47,462813,Pycnonotus,jocosus,,birds,Red-whiskered Bulbul,Cedric Mroczko,France," Forêt de Mare Longue, Saint-Philippe, Reunion Island",-21.3554,55.7397,200,song,,,field recording,//xeno-canto.org/462813,https://xeno-canto.org/462813/download,XC462813-170927_0136.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462813-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462813-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462813-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462813-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462813-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462813-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462813-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:40,17:20,2017-09-27,2019-03-23,[],,yes,yes,no,,,no,,,48000
48,462797,Pycnonotus,jocosus,,birds,Red-whiskered Bulbul,Cedric Mroczko,France," Forêt de Mare Longue, Saint-Philippe, Reunion Island, France",-21.3588,55.7461,130,call,,,field recording,//xeno-canto.org/462797,https://xeno-canto.org/462797/download,XC462797-170927_0126.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462797-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462797-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462797-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462797-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462797-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462797-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462797-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:10,15:50,2017-09-27,2019-03-23,['Pycnonotus jocosus'],,yes,yes,no,,,no,,,48000
49,400982,Pycnonotus,jocosus,,birds,Red-whiskered Bulbul,Cedric Mroczko,France,"Forêt de Mare Longue, Saint-Philippe, Reunion Island",-21.3615,55.7438,70,song,,,field recording,//xeno-canto.org/400982,https://xeno-canto.org/400982/download,XC400982-170927_0082.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400982-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400982-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400982-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400982-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400982-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400982-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400982-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:40,09:45,2017-09-27,2018-01-28,"['Pycnonotus jocosus', 'Terpsiphone bourbonnensis', 'Foudia madagascariensis', 'Zosterops borbonicus']","High-pass filtered (1000Hz, 6dB)",yes,yes,no,,,no,,,48000
50,400969,Pycnonotus,jocosus,,birds,Red-whiskered Bulbul,Cedric Mroczko,France," Forêt de Mare Longue, Saint-Philippe, Reunion Island",-21.3652,55.7437,30,song,,,field recording,//xeno-canto.org/400969,https://xeno-canto.org/400969/download,XC400969-170927_0074.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400969-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400969-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400969-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400969-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400969-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400969-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400969-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:15,08:35,2017-09-27,2018-01-28,['Pycnonotus jocosus'],,yes,yes,no,,,no,,,48000
51,400967,Pycnonotus,jocosus,,birds,Red-whiskered Bulbul,Cedric Mroczko,France," Forêt de Mare Longue, Saint-Philippe, Reunion Island",-21.3652,55.7437,30,song,,,field recording,//xeno-canto.org/400967,https://xeno-canto.org/400967/download,XC400967-170927_0072.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400967-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400967-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400967-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400967-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400967-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400967-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400967-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:19,08:30,2017-09-27,2018-01-28,"['Pycnonotus jocosus', 'Foudia madagascariensis']","High-pass filtered (500Hz, 6dB)",yes,yes,no,,,no,,,48000
52,400904,Pycnonotus,jocosus,,birds,Red-whiskered Bulbul,Cedric Mroczko,France,"Forêt Domaniale de Saint-Paul, Saint-Paul, Reunion Island",-20.9782,55.2837,10,song,,,field recording,//xeno-canto.org/400904,https://xeno-canto.org/400904/download,XC400904-170925_0066.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400904-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400904-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400904-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400904-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400904-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400904-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400904-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,3:36,09:00,2017-09-25,2018-01-28,"['Geopelia striata', 'Acridotheres tristis', 'Pycnonotus jocosus', 'Foudia madagascariensis', 'Estrilda astrild', 'Zosterops borbonicus']","High-pass filtered (500Hz, 6dB) and low-pass filtered (6000Hz, 6dB)",yes,yes,no,,,no,,,48000
53,400857,Pycnonotus,jocosus,,birds,Red-whiskered Bulbul,Cedric Mroczko,France,"Etang du Gol, Saint-Louis, Reunion Island",-21.2854,55.3882,10,call,,,field recording,//xeno-canto.org/400857,https://xeno-canto.org/400857/download,XC400857-170924_0030.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400857-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400857-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400857-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400857-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400857-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400857-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400857-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:20,08:30,2017-09-24,2018-01-28,"['Geopelia striata', 'Acridotheres tristis', 'Foudia madagascariensis', 'Zosterops borbonicus']","High-pass filtered (1000HZ, 6dB)",yes,yes,no,,,no,,,48000
54,26326,Pycnonotus,jocosus,,birds,Red-whiskered Bulbul,Daniel Lane,France,"Roche Ecrite trail, Reunion NP ",-20.9623,55.4403,1400,song,,,field recording,//xeno-canto.org/26326,https://xeno-canto.org/26326/download,Pycnonotus.jocosus07T31_071113.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/ffts/XC26326-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/ffts/XC26326-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/ffts/XC26326-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/ffts/XC26326-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/wave/XC26326-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/wave/XC26326-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/wave/XC26326-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:46,10:30,2007-11-13,2008-12-15,['Zosterops borbonicus'],song from one of four individuals,unknown,unknown,unknown,,,no,,,44100
55,400923,Pycnonotus,jocosus,,birds,Red-whiskered Bulbul,Cedric Mroczko,France," Forêt de Mare Longue, Saint-Philippe, Reunion Island",-21.3652,55.7437,30,call,,,field recording,//xeno-canto.org/400923,https://xeno-canto.org/400923/download,XC400923-170927_0070.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400923-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400923-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400923-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC400923-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400923-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400923-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC400923-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,E,0:12,08:15,2017-09-27,2018-01-28,['Foudia madagascariensis'],"High-pass filtered (1500Hz, 6dB)",yes,yes,no,,,no,,,48000
56,463225,Hypsipetes,borbonicus,,birds,Reunion Bulbul,Étienne Leroy,France,"La Roche Ecrite Nature Reserve, Réunion",-20.9699,55.4407,1500,song,,,field recording,//xeno-canto.org/463225,https://xeno-canto.org/463225/download,XC463225-190309-Bulbul de la Réunion2@La roche écrite.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463225-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463225-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463225-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463225-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC463225-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC463225-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC463225-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:46,13:00,2019-03-09,2019-03-24,[],Somehow reminiscent of a Swamp palm Bulbul!,yes,yes,no,,,no,,,44100
57,463224,Hypsipetes,borbonicus,,birds,Reunion Bulbul,Étienne Leroy,France,"La Roche Ecrite Nature Reserve, Réunion",-20.9699,55.4407,1500,"call, song",,,field recording,//xeno-canto.org/463224,https://xeno-canto.org/463224/download,XC463224-190309-Bulbul de la Réunion@La Roche écrite.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463224-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463224-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463224-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463224-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC463224-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC463224-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC463224-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:26,13:00,2019-03-09,2019-03-24,[],"Another bulbul ""meowing"" in the background",yes,yes,no,,,no,,,44100
58,463216,Hypsipetes,borbonicus,,birds,Reunion Bulbul,Étienne Leroy,France,"La Roche Ecrite Nature Reserve, Réunion",-20.9699,55.4407,1500,song,,,field recording,//xeno-canto.org/463216,https://xeno-canto.org/463216/download,XC463216-190304-Bulbul de la Réunion2@La roche écrite.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463216-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463216-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463216-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463216-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC463216-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC463216-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC463216-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:02,16:00,2019-03-04,2019-03-24,[],,yes,yes,no,,,no,,,44100
59,463215,Hypsipetes,borbonicus,,birds,Reunion Bulbul,Étienne Leroy,France,"La Roche Ecrite Nature Reserve, Réunion",-20.9699,55.4407,1500,song,,,field recording,//xeno-canto.org/463215,https://xeno-canto.org/463215/download,XC463215-190304-Bulbul de la Réunion@La Roche écrite.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463215-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463215-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463215-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/ffts/XC463215-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC463215-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC463215-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZWAQHOJFLZ/wave/XC463215-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:00,15:00,2019-03-04,2019-03-24,[],,yes,yes,no,,,no,,,44100
60,463022,Hypsipetes,borbonicus,,birds,Reunion Bulbul,Cedric Mroczko,France,"Le Bloc, Cilaos, Reunion Island",-21.1212,55.4844,1500,call,,,field recording,//xeno-canto.org/463022,https://xeno-canto.org/463022/download,XC463022-170929_0183.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC463022-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC463022-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC463022-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC463022-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC463022-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC463022-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC463022-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:17,16:35,2017-09-29,2019-03-23,"['Hypsipetes borbonicus', 'Pycnonotus jocosus', 'Zosterops borbonicus']","High-pass filtered (500Hz, 6dB)",yes,yes,no,,,no,,,48000
61,462932,Hypsipetes,borbonicus,,birds,Reunion Bulbul,Cedric Mroczko,France,"Cilaos, Reunion Island",-21.1133,55.4926,1900,song,,,field recording,//xeno-canto.org/462932,https://xeno-canto.org/462932/download,XC462932-170929_0180.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462932-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462932-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462932-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462932-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462932-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462932-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462932-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:20,15:55,2017-09-29,2019-03-23,"['Saxicola tectes', 'Zosterops olivaceus', 'Zosterops borbonicus']",Same bird as XC462928,yes,yes,no,,,no,,,48000
62,462920,Hypsipetes,borbonicus,,birds,Reunion Bulbul,Cedric Mroczko,France,"Roche Merveilleuse, Cilaos, Reunion Island",-21.1276,55.4828,1400,"call, duet, song",,,field recording,//xeno-canto.org/462920,https://xeno-canto.org/462920/download,XC462920-170929_0169.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462920-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462920-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462920-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462920-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462920-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462920-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462920-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,4:59,10:00,2017-09-29,2019-03-23,[],"High-pass filtered (1000Hz, 6dB)",yes,yes,no,,,no,,,48000
63,462868,Hypsipetes,borbonicus,,birds,Reunion Bulbul,Cedric Mroczko,France,"Roche Merveilleuse, Cilaos, Reunion Island",-21.126,55.482,1400,call,,,field recording,//xeno-canto.org/462868,https://xeno-canto.org/462868/download,XC462868-170928_0163.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462868-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462868-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462868-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462868-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462868-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462868-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462868-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:20,16:05,2017-09-28,2019-03-23,"['Hypsipetes borbonicus', 'Zosterops olivaceus']",,yes,yes,no,,,no,,,48000
64,462807,Hypsipetes,borbonicus,,birds,Reunion Bulbul,Cedric Mroczko,France," Forêt de Mare Longue, Saint-Philippe, Reunion Island, France",-21.3588,55.7461,130,song,,,field recording,//xeno-canto.org/462807,https://xeno-canto.org/462807/download,XC462807-170927_0131.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462807-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462807-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462807-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462807-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462807-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462807-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462807-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:16,16:05,2017-09-27,2019-03-23,"['Acridotheres tristis', 'Pycnonotus jocosus', 'Saxicola tectes']",,yes,yes,no,,,no,,,48000
65,401683,Hypsipetes,borbonicus,,birds,Reunion Bulbul,Cedric Mroczko,France,"Forêt de Mare Longue, Saint-Philippe, Reunion Island",-21.3546,55.742,220,call,,,field recording,//xeno-canto.org/401683,https://xeno-canto.org/401683/download,XC401683-170927_0107.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC401683-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC401683-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC401683-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC401683-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC401683-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC401683-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC401683-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:12,14:10,2017-09-27,2018-02-03,['Foudia madagascariensis'],"Small group. High-pass filtered (1000Hz, 6db)",yes,yes,no,,,no,,,48000
66,462928,Hypsipetes,borbonicus,,birds,Reunion Bulbul,Cedric Mroczko,France,"Cilaos, Reunion Island",-21.1133,55.4926,1900,song,,,field recording,//xeno-canto.org/462928,https://xeno-canto.org/462928/download,XC462928-170929_0179.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462928-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462928-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462928-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462928-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462928-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462928-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462928-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:03,15:55,2017-09-29,2019-03-23,['Zosterops olivaceus'],,yes,yes,no,,,no,,,48000
67,462881,Hypsipetes,borbonicus,,birds,Reunion Bulbul,Cedric Mroczko,France,"Roche Merveilleuse, Cilaos, Reunion Island",-21.1276,55.4828,1400,song,,,field recording,//xeno-canto.org/462881,https://xeno-canto.org/462881/download,XC462881-170929_0168.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462881-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462881-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462881-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462881-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462881-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462881-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462881-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:58,09:55,2017-09-29,2019-03-23,"['Hypsipetes borbonicus', 'Pycnonotus jocosus', 'Saxicola tectes', 'Zosterops olivaceus']","High-pass filtered (1000Hz, 6dB)",yes,yes,no,,,no,,,48000
68,462877,Hypsipetes,borbonicus,,birds,Reunion Bulbul,Cedric Mroczko,France,"Roche Merveilleuse, Cilaos, Reunion Island",-21.126,55.482,1400,song,,,field recording,//xeno-canto.org/462877,https://xeno-canto.org/462877/download,XC462877-170928_0164.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462877-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462877-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462877-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC462877-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462877-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462877-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC462877-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,3:44,16:35,2017-09-28,2019-03-23,"['Pycnonotus jocosus', 'Saxicola tectes', 'Zosterops borbonicus']",,no,no,no,,,no,,,48000
